IPK, Pengetahuan di bidang atau disiplin ilmu anda                                         (rendah)1-5(tinggi),Pengetahuan di luar bidang atau disiplin ilmu anda        (rendah)1-5(tinggi),Pengetahuan umum                  (rendah)1-5(tinggi),Ketrampilan internet                          (rendah)1-5(tinggi),Ketrampilan komputer                          (rendah)1-5(tinggi),Ketrampilan                    Sistem Keamanan Komputer (rendah)1-5(tinggi),Ketrampilan                    Jaringan Komputer (rendah)1-5(tinggi),Ketrampilan Program Aplikasi WEB                    (rendah)1-5(tinggi),Ketrampilan Program Aplikasi Multimedia                     (rendah)1-5(tinggi),Ketrampilan Program Aplikasi Android                          (rendah)1-5(tinggi),Ketrampilan Program Aplikasi Database                          (rendah)1-5(tinggi),Berpikir kritis                          (rendah)1-5(tinggi),Bahasa Inggris                       (rendah)1-5(tinggi) ,Ketrampilan riset                            (rendah)1-5(tinggi),Kemampuan berkomunikasi                (rendah)1-5(tinggi),Kemampuan Bekerja di bawah tekanan                              (rendah)1-5(tinggi),Manajemen waktu                    (rendah)1-5(tinggi) ,Bekerja secara mandiri                       (rendah)1-5(tinggi)    ,Bekerja dalam tim/bekerjasama dengan orang lain                   (rendah)1-5(tinggi),Kemampuan dalam memecahkan masalah                           (rendah)1-5(tinggi)   ,Kemampuan analisis          (rendah)1-5(tinggi) ,Toleransi                             (rendah)1-5(tinggi),Kemampuan adaptasi                         (rendah)1-5(tinggi),Loyalitas                             (rendah)1-5(tinggi),Integritas f                          (rendah)1-5(tinggi),Kepemimpinan                             (rendah)1-5(tinggi),Kemampuan dalam memegang tanggungjawab                        (rendah)1-5(tinggi),Inisiatif                          (rendah)1-5(tinggi),Kemampuan untuk memresentasikan ide/produk/laporan              (rendah)1-5(tinggi) ,"Kemampuan dalam menulis laporan, memo dan dokumen                    (rendah)1-5(tinggi)",Posisi Pekerjaan
2.84,5,5,5,5,5,3,3,3,3,3,5,4,5,3,5,5,5,5,3,4,3,5,5,5,5,4,5,5,3,5,Staff IT
2.71,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,Sekretaris
2.61,4,5,3,5,5,3,3,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,Programmer
3.23,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.39,4,5,3,5,5,3,3,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,Programmer
3.64,5,5,5,5,5,4,3,5,5,5,5,4,5,5,3,3,5,5,5,5,4,5,5,5,5,4,5,5,3,3,Software engineer
3.22,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.67,5,5,5,5,4,4,3,5,5,4,4,4,4,4,5,4,5,5,4,5,2,5,5,5,5,3,5,5,4,3,Web Designer
3.3,4,4,4,5,5,4,4,5,4,5,5,4,4,4,5,5,5,5,5,4,3,5,5,3,5,3,5,5,3,3,IT Support
2.55,4,5,3,5,5,3,3,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,Programmer
2.55,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,5,5,5,5,4,3,5,5,5,5,5,5,5,3,3,Networking engineer
2.55,5,5,5,5,5,2,2,3,3,2,3,4,5,4,5,5,5,5,4,4,4,5,5,5,5,3,5,5,5,5,Recepsionist
2.73,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,Programmer
2.6,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,Sekretaris
2.79,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,Sekretaris
2.54,4,5,3,5,5,3,3,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,Programmer
2.47,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,4,5,5,5,3,3,5,5,5,5,5,5,4,3,2,Technical engineer
2.55,5,5,5,5,5,4,3,5,5,5,5,4,5,5,3,3,5,5,5,5,4,5,5,5,5,4,5,5,3,3,Software engineer
2.56,5,5,5,5,5,3,3,4,3,3,4,5,5,4,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,Digital Marketing
2.7,4,4,5,5,5,4,5,3,3,3,3,5,5,4,4,5,5,5,5,5,4,5,4,5,5,5,5,5,4,4,Staff IT Network
3.3,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,4,5,5,5,3,3,5,5,5,5,5,5,4,3,2,Technical engineer
2.51,5,5,5,5,5,5,3,3,3,2,3,5,5,5,4,1,5,4,5,5,5,4,5,5,5,5,5,5,5,4,Sistem analis
3.05,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,Sekretaris
2.69,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.86,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,4,5,5,5,3,3,5,5,5,5,5,5,4,3,2,Technical engineer
2.39,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,Programmer
2.9,5,5,5,5,5,3,3,3,3,3,3,5,5,3,5,5,5,5,5,4,3,5,5,5,5,3,5,5,5,5,Sales 
2.78,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,Programmer
3.35,4,4,5,5,5,2,3,3,3,3,4,4,3,4,4,5,5,5,5,4,3,5,3,5,5,5,5,5,3,5,Staff Administrasi
2.55,4,4,4,5,5,5,5,3,3,3,4,5,5,4,5,5,5,5,5,4,3,5,5,5,5,3,5,5,4,5,Agent Monitoring ATM
2.86,5,5,5,5,5,5,3,3,3,2,3,5,5,5,4,1,5,4,5,5,5,4,5,5,5,5,5,5,5,4,Sistem analis
2.7,5,5,5,5,5,4,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,Guru TIK
3.02,5,5,5,5,5,3,4,4,5,5,3,5,5,4,5,5,5,5,5,5,3,5,5,5,5,3,5,5,4,5,IT Quality Control
2.75,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
2.98,4,5,3,5,5,3,3,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,Programmer
2.75,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,4,5,5,5,3,3,5,5,5,5,5,5,4,3,2,Technical engineer
2.66,5,5,4,5,5,3,5,3,3,3,4,5,4,3,5,5,4,5,5,4,3,5,5,5,4,4,5,5,4,3,Teknik Mesin
2.69,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.87,4,4,4,5,5,5,5,3,3,3,4,5,5,4,5,5,5,5,5,4,3,5,5,5,5,3,5,5,4,5,Agent Monitoring ATM
2.84,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
2.76,5,5,5,5,4,4,3,5,5,4,4,4,4,4,5,4,5,5,4,5,2,5,5,5,5,3,5,5,4,3,Web Designer
3.01,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
2.56,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.58,5,5,5,5,5,4,3,5,5,5,5,4,5,5,3,3,5,5,5,5,4,5,5,5,5,4,5,5,3,3,Software engineer
2.93,5,5,5,5,5,3,3,3,3,4,5,4,5,4,5,5,5,5,4,5,3,5,5,5,5,3,5,5,5,5,Customer Service
2.77,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.61,5,5,5,5,5,3,3,3,3,3,5,4,5,3,5,5,5,5,3,4,3,5,5,5,5,4,5,5,3,5,Staff IT
3.63,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,4,5,5,5,3,3,5,5,5,5,5,5,4,3,2,Technical engineer
3.08,5,5,5,5,5,3,3,3,3,3,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,3,3,4,Operator Komputer
3.43,5,5,5,5,5,3,3,3,3,3,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,3,3,4,Operator Komputer
3.02,5,5,5,5,5,3,3,3,3,3,5,4,5,3,5,5,5,5,3,4,3,5,5,5,5,4,5,5,3,5,Staff IT
3.46,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.7,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,4,5,5,5,3,3,5,5,5,5,5,5,4,3,2,Technical engineer
3.52,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.72,5,5,5,5,5,3,3,3,3,3,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,3,3,4,Operator Komputer
2.81,5,5,5,5,5,3,3,3,3,3,5,4,5,3,5,5,5,5,3,4,3,5,5,5,5,4,5,5,3,5,Staff IT
3.04,5,5,5,5,5,3,3,3,3,3,5,4,5,3,5,5,5,5,3,4,3,5,5,5,5,4,5,5,3,5,Staff IT
3.06,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
3.01,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.07,5,5,5,5,5,3,3,5,5,5,3,5,5,3,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,4,Design Grafis
2.66,5,5,5,5,5,2,2,3,3,2,3,4,5,4,5,5,5,5,4,4,4,5,5,5,5,3,5,5,5,5,Recepsionist
3.05,5,5,5,5,5,2,2,3,3,2,3,4,5,4,5,5,5,5,4,4,4,5,5,5,5,3,5,5,5,5,Recepsionist
3.47,5,5,5,5,5,3,3,5,5,5,3,5,5,3,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,4,Design Grafis
2.66,5,5,5,5,5,3,4,4,5,5,3,5,5,4,5,5,5,5,5,5,3,5,5,5,5,3,5,5,4,5,IT Quality Control
2.77,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.51,4,4,5,5,5,2,3,3,3,3,4,4,3,4,4,5,5,5,5,4,3,5,3,5,5,5,5,5,3,5,Staff Administrasi
3.27,5,5,5,5,5,3,3,3,3,4,5,4,5,4,5,5,5,5,4,5,3,5,5,5,5,3,5,5,5,5,Customer Service
3.5,4,4,4,5,5,4,4,5,4,5,5,4,4,4,5,5,5,5,5,4,3,5,5,3,5,3,5,5,3,3,IT Support
3.34,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.02,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,Programmer
3.02,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.13,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
3.45,5,5,5,5,5,5,3,3,3,2,3,5,5,5,4,1,5,4,5,5,5,4,5,5,5,5,5,5,5,4,Sistem analis
3.03,5,5,5,5,5,3,3,4,3,3,4,5,5,4,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,Digital Marketing
3.02,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,5,5,5,5,4,3,5,5,5,5,5,5,5,3,3,Networking engineer
2.67,5,5,5,5,5,5,3,3,3,2,3,5,5,5,4,1,5,4,5,5,5,4,5,5,5,5,5,5,5,4,Sistem analis
3.05,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,MIS Director
3.12,4,4,5,5,5,2,3,3,3,3,4,4,3,4,4,5,5,5,5,4,3,5,3,5,5,5,5,5,3,5,Staff Administrasi
3.3,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,MIS Director
3.09,4,5,3,5,5,3,3,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,Programmer
2.98,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
3.1,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,4,5,5,5,3,3,5,5,5,5,5,5,4,3,2,Technical engineer
3.09,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.98,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,5,5,5,5,4,3,5,5,5,5,5,5,5,3,3,Networking engineer
3.18,5,5,5,5,5,3,3,5,5,5,3,5,5,3,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,4,Design Grafis
3.11,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.69,5,5,5,5,5,3,3,3,3,4,5,4,5,4,5,5,5,5,4,5,3,5,5,5,5,3,5,5,5,5,Customer Service
3.05,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.01,5,5,5,5,4,4,3,5,5,4,4,4,4,4,5,4,5,5,4,5,2,5,5,5,5,3,5,5,4,3,Web Designer
3.61,5,5,5,5,5,2,2,3,3,2,3,4,5,4,5,5,5,5,4,4,4,5,5,5,5,3,5,5,5,5,Recepsionist
3.26,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.58,4,4,4,5,5,4,4,5,4,5,5,4,4,4,5,5,5,5,5,4,3,5,5,3,5,3,5,5,3,3,IT Support
3.5,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.18,5,5,5,5,5,3,3,4,3,3,4,5,5,4,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,Digital Marketing
2.79,5,5,5,5,5,3,3,3,3,3,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,3,3,4,Operator Komputer
3.01,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
2.87,4,4,5,5,5,2,3,3,3,3,4,4,3,4,4,5,5,5,5,4,3,5,3,5,5,5,5,5,3,5,Staff Administrasi
3.05,3,3,3,5,5,3,3,4,4,5,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,Call Centre
3.05,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
2.84,5,5,5,5,5,4,3,5,5,5,5,4,5,5,3,3,5,5,5,5,4,5,5,5,5,4,5,5,3,3,Software engineer
2.56,5,5,5,5,5,4,3,5,5,5,5,4,5,5,3,3,5,5,5,5,4,5,5,5,5,4,5,5,3,3,Software engineer
3.38,5,5,5,5,5,3,3,5,5,5,3,5,5,3,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,4,Design Grafis
3.08,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,4,5,5,5,3,3,5,5,5,5,5,5,4,3,2,Technical engineer
3.04,5,5,5,5,5,3,3,3,3,3,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,3,3,4,Operator Komputer
2.77,5,5,5,5,5,3,3,3,3,3,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,3,3,4,Operator Komputer
3.39,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.14,5,5,5,5,5,5,3,3,3,2,3,5,5,5,4,1,5,4,5,5,5,4,5,5,5,5,5,5,5,4,Sistem analis
3.46,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.03,5,5,5,5,5,3,3,3,3,3,5,4,5,3,5,5,5,5,3,4,3,5,5,5,5,4,5,5,3,5,Staff IT
2.81,4,4,5,5,5,2,3,3,3,3,4,4,3,4,4,5,5,5,5,4,3,5,3,5,5,5,5,5,3,5,Staff Administrasi
3.02,5,5,5,5,5,5,3,3,3,2,3,5,5,5,4,1,5,4,5,5,5,4,5,5,5,5,5,5,5,4,Sistem analis
3.13,4,4,5,5,5,4,5,3,3,3,3,5,5,4,4,5,5,5,5,5,4,5,4,5,5,5,5,5,4,4,Staff IT Network
3.45,4,4,5,5,5,2,3,3,3,3,4,4,3,4,4,5,5,5,5,4,3,5,3,5,5,5,5,5,3,5,Staff Administrasi
2.76,5,5,5,5,5,3,3,3,3,3,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,3,3,4,Operator Komputer
3.43,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
2.67,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,4,5,5,5,3,3,5,5,5,5,5,5,4,3,2,Technical engineer
3.25,5,5,5,5,5,3,3,3,3,3,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,3,3,4,Operator Komputer
2.66,5,5,5,5,5,3,3,3,3,3,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,3,3,4,Operator Komputer
2.96,5,5,5,5,4,4,3,5,5,4,4,4,4,4,5,4,5,5,4,5,2,5,5,5,5,3,5,5,4,3,Web Designer
3.01,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
3.3,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
2.98,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.69,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.18,5,5,5,5,5,3,3,3,3,3,5,4,5,3,5,5,5,5,3,4,3,5,5,5,5,4,5,5,3,5,Staff IT
3.58,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,4,5,5,5,3,3,5,5,5,5,5,5,4,3,2,Technical engineer
2.72,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,Programmer
3.14,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
3.26,5,5,5,5,5,5,3,3,3,2,3,5,5,5,4,1,5,4,5,5,5,4,5,5,5,5,5,5,5,4,Sistem analis
3.03,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.76,5,5,5,5,5,4,3,5,5,5,5,4,5,5,3,3,5,5,5,5,4,5,5,5,5,4,5,5,3,3,Software engineer
3.43,4,5,3,5,5,3,3,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,Programmer
3.25,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,4,5,5,5,3,3,5,5,5,5,5,5,4,3,2,Technical engineer
2.66,5,5,4,5,5,3,5,3,3,3,4,5,4,3,5,5,4,5,5,4,3,5,5,5,4,4,5,5,4,3,Teknik Mesin
3.01,5,5,5,5,5,3,3,4,3,3,4,5,5,4,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,Digital Marketing
3.18,3,3,3,5,5,3,3,4,4,5,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,Call Centre
2.71,4,4,5,5,5,4,5,3,3,3,3,5,5,4,4,5,5,5,5,5,4,5,4,5,5,5,5,5,4,4,Staff IT Network
2.84,3,3,3,5,5,3,3,4,4,5,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,Call Centre
2.71,4,4,5,5,5,2,3,3,3,3,4,4,3,4,4,5,5,5,5,4,3,5,3,5,5,5,5,5,3,5,Staff Administrasi
3.51,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,Sekretaris
3.5,5,5,5,5,4,4,3,5,5,4,4,4,4,4,5,4,5,5,4,5,2,5,5,5,5,3,5,5,4,3,Web Designer
3.03,4,5,5,5,5,3,3,5,5,3,4,5,5,5,5,3,5,5,5,5,4,5,5,5,5,3,5,5,4,3,Web Programmer
3.05,5,5,5,5,5,3,3,3,3,3,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,3,3,4,Operator Komputer
3.09,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.1,4,5,3,5,5,3,3,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,Programmer
2.71,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,5,5,5,5,4,3,5,5,5,5,5,5,5,3,3,Networking engineer
2.61,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
3.23,5,5,4,5,5,3,5,3,3,3,4,5,4,3,5,5,4,5,5,4,3,5,5,5,4,4,5,5,4,3,Teknik Mesin
2.55,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,MIS Director
2.6,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,4,5,5,5,3,3,5,5,5,5,5,5,4,3,2,Technical engineer
3.12,4,5,3,5,5,3,3,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,Programmer
2.47,4,4,5,5,5,2,3,3,3,3,4,4,3,4,4,5,5,5,5,4,3,5,3,5,5,5,5,5,3,5,Staff Administrasi
2.56,4,4,4,5,5,4,4,5,4,5,5,4,4,4,5,5,5,5,5,4,3,5,5,3,5,3,5,5,3,3,IT Support
2.7,5,5,5,5,5,3,3,3,3,3,5,4,5,3,5,5,5,5,3,4,3,5,5,5,5,4,5,5,3,5,Staff IT
3.05,5,5,5,5,5,3,3,3,3,3,5,4,5,3,5,5,5,5,3,4,3,5,5,5,5,4,5,5,3,5,Staff IT
2.55,4,5,3,5,5,3,3,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,Programmer
2.75,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,Sekretaris
2.66,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,Sekretaris
2.87,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,4,5,5,5,3,3,5,5,5,5,5,5,4,3,2,Technical engineer
2.84,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,5,5,5,5,4,3,5,5,5,5,5,5,5,3,3,Networking engineer
3.01,5,5,5,5,5,3,4,4,5,5,3,5,5,4,5,5,5,5,5,5,3,5,5,5,5,3,5,5,4,5,IT Quality Control
3.26,4,4,4,5,5,4,4,5,4,5,5,4,4,4,5,5,5,5,5,4,3,5,5,3,5,3,5,5,3,3,IT Support
3.18,4,5,5,5,5,3,3,5,5,3,4,5,5,5,5,3,5,5,5,5,4,5,5,5,5,3,5,5,4,3,Web Programmer
2.56,5,5,5,5,5,4,3,5,5,5,5,4,5,5,3,3,5,5,5,5,4,5,5,5,5,4,5,5,3,3,Software engineer
3.01,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.08,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.42,5,5,5,5,5,4,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,Guru TIK
3.46,5,5,5,5,5,2,2,3,3,2,3,4,5,4,5,5,5,5,4,4,4,5,5,5,5,3,5,5,5,5,Recepsionist
3.01,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,Programmer
2.92,5,5,5,5,4,4,3,5,5,4,4,4,4,4,5,4,5,5,4,5,2,5,5,5,5,3,5,5,4,3,Web Designer
2.82,4,4,5,5,5,2,3,3,3,3,4,4,3,4,4,5,5,5,5,4,3,5,3,5,5,5,5,5,3,5,Staff Administrasi
2.81,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
3.04,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,4,5,5,5,3,3,5,5,5,5,5,5,4,3,2,Technical engineer
3.06,5,5,5,5,5,2,2,3,3,2,3,4,5,4,5,5,5,5,4,4,4,5,5,5,5,3,5,5,5,5,Recepsionist
2.94,5,5,5,5,5,3,3,3,3,4,5,4,5,4,5,5,5,5,4,5,3,5,5,5,5,3,5,5,5,5,Customer Service
3.03,4,4,5,5,5,2,3,3,3,3,4,4,3,4,4,5,5,5,5,4,3,5,3,5,5,5,5,5,3,5,Staff Administrasi
3.02,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.47,5,5,5,5,5,3,3,5,5,5,3,5,5,3,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,4,Design Grafis
2.75,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
3.01,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,MIS Director
2.57,4,4,5,5,5,2,3,3,3,3,4,4,3,4,4,5,5,5,5,4,3,5,3,5,5,5,5,5,3,5,Staff Administrasi
2.94,4,5,3,5,5,3,3,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,Programmer
3.46,5,5,5,5,5,3,4,4,5,5,3,5,5,4,5,5,5,5,5,5,3,5,5,5,5,3,5,5,4,5,IT Quality Control
3.54,5,5,5,5,5,3,3,4,3,3,4,5,5,4,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,Digital Marketing
3.17,5,5,5,5,5,4,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,Guru TIK
2.93,5,5,5,5,5,3,3,5,5,5,3,5,5,3,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,4,Design Grafis
