IPK; Pengetahuan di bidang atau disiplin ilmu anda                                         (rendah)1-5(tinggi);Pengetahuan di luar bidang atau disiplin ilmu anda        (rendah)1-5(tinggi);Pengetahuan umum                  (rendah)1-5(tinggi);Ketrampilan internet                          (rendah)1-5(tinggi);Ketrampilan komputer                          (rendah)1-5(tinggi);Ketrampilan                    Sistem Keamanan Komputer (rendah)1-5(tinggi);Ketrampilan                    Jaringan Komputer (rendah)1-5(tinggi);Ketrampilan Program Aplikasi WEB                    (rendah)1-5(tinggi);Ketrampilan Program Aplikasi Multimedia                     (rendah)1-5(tinggi);Ketrampilan Program Aplikasi Android                          (rendah)1-5(tinggi);Ketrampilan Program Aplikasi Database                          (rendah)1-5(tinggi);Berpikir kritis                          (rendah)1-5(tinggi);Bahasa Inggris                       (rendah)1-5(tinggi) ;Ketrampilan riset                            (rendah)1-5(tinggi);Kemampuan berkomunikasi                (rendah)1-5(tinggi);Kemampuan Bekerja di bawah tekanan                              (rendah)1-5(tinggi);Manajemen waktu                    (rendah)1-5(tinggi) ;Bekerja secara mandiri                       (rendah)1-5(tinggi)    ;Bekerja dalam tim/bekerjasama dengan orang lain                   (rendah)1-5(tinggi);Kemampuan dalam memecahkan masalah                           (rendah)1-5(tinggi)   ;Kemampuan analisis          (rendah)1-5(tinggi) ;Toleransi                             (rendah)1-5(tinggi);Kemampuan adaptasi                         (rendah)1-5(tinggi);Loyalitas                             (rendah)1-5(tinggi);Integritas f                          (rendah)1-5(tinggi);Kepemimpinan                             (rendah)1-5(tinggi);Kemampuan dalam memegang tanggungjawab                        (rendah)1-5(tinggi);Inisiatif                          (rendah)1-5(tinggi);Kemampuan untuk memresentasikan ide/produk/laporan              (rendah)1-5(tinggi) ;Kemampuan dalam menulis laporan, memo dan dokumen                    (rendah)1-5(tinggi);Posisi Pekerjaan;;;;;;
325;5;5;5;5;5;5;5;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;MIS Director;;;;;;
286;4;4;4;5;5;4;4;5;4;5;5;4;4;4;5;5;5;5;5;4;3;5;5;3;5;3;5;5;3;3;IT Support;;;;;;
279;5;5;5;5;4;4;3;5;5;4;4;4;4;4;5;4;5;5;4;5;2;5;5;5;5;3;5;5;4;3;Web Designer;;;;;;
278;5;5;5;3;5;3;3;4;3;4;5;5;5;4;5;5;5;3;5;4;3;5;5;5;5;5;3;5;5;5;EDP Operator;;;;;;
308;5;5;5;5;5;5;5;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;MIS Director;;;;;;
321;5;5;5;5;5;3;3;4;3;3;4;5;5;4;5;5;5;5;5;5;3;5;5;5;5;3;5;5;5;5;Digital Marketing;;;;;;
326;5;5;5;5;5;3;3;3;3;3;3;3;5;3;5;5;5;5;5;5;3;5;5;5;5;3;5;3;3;4;Operator Komputer;;;;;;
279;5;5;5;5;5;5;5;3;3;3;4;5;5;4;5;5;5;5;5;4;3;5;5;5;5;5;5;5;3;3;Networking engineer;;;;;;
265;5;5;5;3;5;3;3;4;3;4;5;5;5;4;5;5;5;3;5;4;3;5;5;5;5;5;3;5;5;5;EDP Operator;;;;;;
301;5;5;5;5;5;3;3;3;3;3;3;4;5;3;5;5;5;5;5;3;2;5;5;5;5;3;5;5;5;5;System administrator;;;;;;
278;5;5;5;5;5;3;3;3;3;3;5;4;5;3;5;5;5;5;3;4;3;5;5;5;5;4;5;5;3;5;Staff IT;;;;;;
304;5;5;4;5;5;3;5;3;3;3;4;5;4;3;5;5;4;5;5;4;3;5;5;5;4;4;5;5;4;3;Teknik Mesin;;;;;;
314;5;5;5;5;5;5;3;3;3;2;3;5;5;5;4;1;5;4;5;5;5;4;5;5;5;5;5;5;5;4;Sistem analis;;;;;;
302;4;4;4;5;5;4;4;5;4;5;5;4;4;4;5;5;5;5;5;4;3;5;5;3;5;3;5;5;3;3;IT Support;;;;;;
257;5;5;5;3;5;3;3;4;3;4;5;5;5;4;5;5;5;3;5;4;3;5;5;5;5;5;3;5;5;5;EDP Operator;;;;;;
294;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;4;5;5;5;5;5;5;4;5;5;5;4;Programmer;;;;;;
310;5;5;5;5;5;3;3;4;3;3;4;5;5;4;5;5;5;5;5;5;3;5;5;5;5;3;5;5;5;5;Digital Marketing;;;;;;
373;5;5;5;5;5;3;3;3;3;3;3;3;5;3;5;5;5;5;5;5;3;5;5;5;5;3;5;3;3;4;Operator Komputer;;;;;;
266;5;5;5;3;5;3;3;4;3;4;5;5;5;4;5;5;5;3;5;4;3;5;5;5;5;5;3;5;5;5;EDP Operator;;;;;;
292;5;5;5;5;5;5;5;3;3;3;4;5;5;4;5;5;5;5;5;4;3;5;5;5;5;5;5;5;3;3;Networking engineer;;;;;;
304;5;5;5;5;5;3;3;3;3;3;3;3;5;3;5;5;5;5;5;5;3;5;5;5;5;3;5;3;3;4;Operator Komputer;;;;;;
299;5;5;5;5;5;2;2;3;3;2;3;4;5;4;5;5;5;5;4;4;4;5;5;5;5;3;5;5;5;5;Recepsionist;;;;;;
288;4;4;5;5;5;4;5;3;3;3;3;5;5;4;4;5;5;5;5;5;4;5;4;5;5;5;5;5;4;4;Staff IT Network;;;;;;
279;5;5;5;5;5;5;5;3;3;3;4;5;5;4;5;5;5;5;5;4;3;5;5;5;5;5;5;5;3;3;Networking engineer;;;;;;
280;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;4;5;5;5;5;5;5;4;5;5;5;4;Programmer;;;;;;
313;5;5;5;5;5;3;3;5;5;5;3;5;5;3;5;5;5;5;5;5;3;5;5;5;5;5;5;5;4;4;Design Grafis;;;;;;
316;5;5;5;5;5;3;3;3;3;3;3;4;5;3;5;5;5;5;5;3;2;5;5;5;5;3;5;5;5;5;System administrator;;;;;;
310;5;5;5;3;5;3;3;4;3;4;5;5;5;4;5;5;5;3;5;4;3;5;5;5;5;5;3;5;5;5;EDP Operator;;;;;;
282;5;5;5;5;5;3;3;3;3;3;3;3;5;3;5;5;5;5;5;5;3;5;5;5;5;3;5;3;3;4;Operator Komputer;;;;;;
298;4;5;3;5;5;3;3;5;5;5;5;4;5;5;4;3;5;5;5;5;4;5;5;5;5;5;5;5;4;4;Programmer;;;;;;
305;5;5;5;5;5;5;5;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;MIS Director;;;;;;
312;5;5;5;5;5;3;3;3;3;3;3;4;5;3;5;5;5;5;5;4;4;5;5;5;5;4;5;5;5;5;Sekretaris;;;;;;
324;5;5;5;5;5;3;3;4;3;3;4;5;5;4;5;5;5;5;5;5;3;5;5;5;5;3;5;5;5;5;Digital Marketing;;;;;;
329;5;5;5;5;5;3;3;3;3;3;3;5;5;3;5;5;5;5;5;4;3;5;5;5;5;3;5;5;5;5;Sales ;;;;;;
303;5;5;5;5;5;3;3;3;3;3;3;4;5;3;5;5;5;5;5;3;2;5;5;5;5;3;5;5;5;5;System administrator;;;;;;
316;5;5;5;3;5;3;3;4;3;4;5;5;5;4;5;5;5;3;5;4;3;5;5;5;5;5;3;5;5;5;EDP Operator;;;;;;
307;5;5;5;5;5;3;3;3;3;3;3;4;5;3;5;5;5;5;5;3;2;5;5;5;5;3;5;5;5;5;System administrator;;;;;;
286;5;5;5;5;5;3;3;3;3;3;3;4;5;3;5;5;5;5;5;3;2;5;5;5;5;3;5;5;5;5;System administrator;;;;;;
335;5;5;5;3;5;3;3;4;3;4;5;5;5;4;5;5;5;3;5;4;3;5;5;5;5;5;3;5;5;5;EDP Operator;;;;;;
330;5;5;5;5;5;3;3;3;3;3;3;3;5;3;5;5;5;5;5;5;3;5;5;5;5;3;5;3;3;4;Operator Komputer;;;;;;
278;3;3;3;5;5;3;3;4;4;5;3;3;5;3;5;5;5;5;5;5;3;5;5;5;5;3;5;5;5;5;Call Centre;;;;;;
290;4;4;4;5;5;4;4;5;4;5;5;4;4;4;5;5;5;5;5;4;3;5;5;3;5;3;5;5;3;3;IT Support;;;;;;
307;5;5;5;5;5;3;3;3;3;3;3;4;5;3;5;5;5;5;5;3;2;5;5;5;5;3;5;5;5;5;System administrator;;;;;;
288;5;5;5;5;5;3;3;3;3;3;3;4;5;3;5;5;5;5;5;3;2;5;5;5;5;3;5;5;5;5;System administrator;;;;;;
289;5;5;5;5;5;5;5;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;MIS Director;;;;;;
281;5;5;5;5;5;5;5;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;MIS Director;;;;;;
321;5;5;4;5;5;3;5;3;3;3;4;5;4;3;5;5;4;5;5;4;3;5;5;5;4;4;5;5;4;3;Teknik Mesin;;;;;;
307;5;5;5;5;5;3;3;3;3;3;3;4;5;3;5;5;5;5;5;3;2;5;5;5;5;3;5;5;5;5;System administrator;;;;;;
310;5;5;5;5;5;3;3;5;5;5;3;5;5;3;5;5;5;5;5;5;3;5;5;5;5;5;5;5;4;4;Design Grafis;;;;;;
310;5;5;5;5;5;4;3;5;5;5;5;4;5;5;3;3;5;5;5;5;4;5;5;5;5;4;5;5;3;3;Software engineer;;;;;;
326;5;5;5;5;5;3;3;3;3;4;5;4;5;4;5;5;5;5;4;5;3;5;5;5;5;3;5;5;5;5;Customer Service;;;;;;
291;5;5;4;5;5;3;5;3;3;3;4;5;4;3;5;5;4;5;5;4;3;5;5;5;4;4;5;5;4;3;Teknik Mesin;;;;;;
281;5;5;5;5;5;4;3;5;5;5;5;4;5;5;3;3;5;5;5;5;4;5;5;5;5;4;5;5;3;3;Software engineer;;;;;;
349;5;5;5;5;5;3;3;3;3;3;3;5;5;3;5;5;5;5;5;4;3;5;5;5;5;3;5;5;5;5;Sales ;;;;;;
277;5;5;5;5;5;2;2;3;3;2;3;4;5;4;5;5;5;5;4;4;4;5;5;5;5;3;5;5;5;5;Recepsionist;;;;;;
300;5;5;5;5;5;3;3;3;3;3;5;4;5;3;5;5;5;5;3;4;3;5;5;5;5;4;5;5;3;5;Staff IT;;;;;;
282;4;5;5;5;5;3;3;5;5;3;4;5;5;5;5;3;5;5;5;5;4;5;5;5;5;3;5;5;4;3;Web Programmer;;;;;;
324;4;4;4;5;5;5;5;3;3;3;4;5;5;4;5;5;5;5;5;4;3;5;5;5;5;3;5;5;4;5;Agent Monitoring ATM;;;;;;
325;4;5;5;5;5;3;3;5;5;3;4;5;5;5;5;3;5;5;5;5;4;5;5;5;5;3;5;5;4;3;Web Programmer;;;;;;
307;4;4;4;5;5;4;4;5;4;5;5;4;4;4;5;5;5;5;5;4;3;5;5;3;5;3;5;5;3;3;IT Support;;;;;;
334;5;5;5;5;5;5;5;3;3;3;4;5;5;4;5;5;5;5;5;4;3;5;5;5;5;5;5;5;3;3;Networking engineer;;;;;;
303;5;5;5;5;5;3;3;3;3;3;3;4;5;3;5;5;5;5;5;3;2;5;5;5;5;3;5;5;5;5;System administrator;;;;;;
279;5;5;5;3;5;3;3;4;3;4;5;5;5;4;5;5;5;3;5;4;3;5;5;5;5;5;3;5;5;5;EDP Operator;;;;;;
312;4;5;3;5;5;3;3;5;5;5;5;4;5;5;4;3;5;5;5;5;4;5;5;5;5;5;5;5;4;4;Programmer;;;;;;
318;5;5;5;5;4;4;3;5;5;4;4;4;4;4;5;4;5;5;4;5;2;5;5;5;5;3;5;5;4;3;Web Designer;;;;;;
329;5;5;5;5;5;3;3;3;3;3;3;4;5;3;5;5;5;5;5;3;2;5;5;5;5;3;5;5;5;5;System administrator;;;;;;
359;5;5;5;5;5;5;3;3;3;2;3;5;5;5;4;1;5;4;5;5;5;4;5;5;5;5;5;5;5;4;Sistem analis;;;;;;
290;4;5;5;5;5;3;3;5;5;3;4;5;5;5;5;3;5;5;5;5;4;5;5;5;5;3;5;5;4;3;Web Programmer;;;;;;
329;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;4;5;5;5;5;5;5;4;5;5;5;4;Programmer;;;;;;
305;5;5;5;5;5;3;3;3;3;3;5;4;5;3;5;5;5;5;3;4;3;5;5;5;5;4;5;5;3;5;Staff IT;;;;;;
382;5;5;5;5;5;3;3;5;5;5;3;5;5;3;5;5;5;5;5;5;3;5;5;5;5;5;5;5;4;4;Design Grafis;;;;;;
299;5;5;5;3;5;3;3;4;3;4;5;5;5;4;5;5;5;3;5;4;3;5;5;5;5;5;3;5;5;5;EDP Operator;;;;;;
273;5;5;5;5;5;3;3;5;5;5;3;5;5;3;5;5;5;5;5;5;3;5;5;5;5;5;5;5;4;4;Design Grafis;;;;;;
342;5;5;4;5;5;3;5;3;3;3;4;5;4;3;5;5;4;5;5;4;3;5;5;5;4;4;5;5;4;3;Teknik Mesin;;;;;;
295;5;5;5;3;5;3;3;4;3;4;5;5;5;4;5;5;5;3;5;4;3;5;5;5;5;5;3;5;5;5;EDP Operator;;;;;;
358;5;5;5;5;5;3;4;4;5;5;3;5;5;4;5;5;5;5;5;5;3;5;5;5;5;3;5;5;4;5;IT Quality Control;;;;;;
301;3;3;3;5;5;3;3;4;4;5;3;3;5;3;5;5;5;5;5;5;3;5;5;5;5;3;5;5;5;5;Call Centre;;;;;;
340;3;3;3;5;5;3;3;4;4;5;3;3;5;3;5;5;5;5;5;5;3;5;5;5;5;3;5;5;5;5;Call Centre;;;;;;
287;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;4;5;5;5;5;5;5;4;5;5;5;4;Programmer;;;;;;
320;4;4;5;5;5;2;3;3;3;3;4;4;3;4;4;5;5;5;5;4;3;5;3;5;5;5;5;5;3;5;Staff Administrasi;;;;;;
291;5;5;4;5;5;3;5;3;3;3;4;5;4;3;5;5;4;5;5;4;3;5;5;5;4;4;5;5;4;3;Teknik Mesin;;;;;;
307;4;4;5;5;5;4;5;3;3;3;3;5;5;4;4;5;5;5;5;5;4;5;4;5;5;5;5;5;4;4;Staff IT Network;;;;;;
355;5;5;5;5;5;5;3;3;3;2;3;5;5;5;4;1;5;4;5;5;5;4;5;5;5;5;5;5;5;4;Sistem analis;;;;;;
333;5;5;5;3;5;3;3;4;3;4;5;5;5;4;5;5;5;3;5;4;3;5;5;5;5;5;3;5;5;5;EDP Operator;;;;;;
288;5;5;5;5;5;3;3;3;3;3;5;4;5;3;5;5;5;5;3;4;3;5;5;5;5;4;5;5;3;5;Staff IT;;;;;;
371;5;5;5;5;5;3;3;3;3;3;3;4;5;3;5;5;5;5;5;3;2;5;5;5;5;3;5;5;5;5;System administrator;;;;;;
314;5;5;5;5;5;4;3;5;5;5;5;4;5;5;3;3;5;5;5;5;4;5;5;5;5;4;5;5;3;3;Software engineer;;;;;;
317;5;5;5;5;5;3;3;3;3;3;3;3;5;3;5;5;5;5;5;5;3;5;5;5;5;3;5;3;3;4;Operator Komputer;;;;;;
308;5;5;5;5;5;3;3;3;3;3;3;4;5;3;5;5;5;5;5;3;2;5;5;5;5;3;5;5;5;5;System administrator;;;;;;
336;5;5;5;5;5;3;3;3;3;3;3;4;5;3;5;5;5;5;5;3;2;5;5;5;5;3;5;5;5;5;System administrator;;;;;;
282;5;5;5;5;5;3;3;3;3;3;5;4;5;3;5;5;5;5;3;4;3;5;5;5;5;4;5;5;3;5;Staff IT;;;;;;
352;5;5;5;3;5;3;3;4;3;4;5;5;5;4;5;5;5;3;5;4;3;5;5;5;5;5;3;5;5;5;EDP Operator;;;;;;
301;5;5;5;5;5;5;5;3;3;3;4;5;5;4;5;4;5;5;5;3;3;5;5;5;5;5;5;4;3;2;Technical engineer;;;;;;
319;5;5;5;5;5;3;3;3;3;3;3;4;5;3;5;5;5;5;5;4;4;5;5;5;5;4;5;5;5;5;Sekretaris;;;;;;
363;5;5;5;5;5;3;3;3;3;3;3;4;5;3;5;5;5;5;5;3;2;5;5;5;5;3;5;5;5;5;System administrator;;;;;;
308;4;5;3;5;5;3;3;5;5;5;5;4;5;5;4;3;5;5;5;5;4;5;5;5;5;5;5;5;4;4;Programmer;;;;;;
330;5;5;5;5;5;4;3;5;5;5;5;4;5;5;3;3;5;5;5;5;4;5;5;5;5;4;5;5;3;3;Software engineer;;;;;;
359;5;5;4;5;5;3;5;3;3;3;4;5;4;3;5;5;4;5;5;4;3;5;5;5;4;4;5;5;4;3;Teknik Mesin;;;;;;
307;5;5;5;5;5;5;5;3;3;3;4;5;5;4;5;5;5;5;5;4;3;5;5;5;5;5;5;5;3;3;Networking engineer;;;;;;
363;5;5;5;5;5;3;3;3;3;3;3;4;5;3;5;5;5;5;5;4;4;5;5;5;5;4;5;5;5;5;Sekretaris;;;;;;
306;4;5;5;5;5;3;3;5;5;3;4;5;5;5;5;3;5;5;5;5;4;5;5;5;5;3;5;5;4;3;Web Programmer;;;;;;
354;5;5;5;5;5;4;3;5;5;5;5;4;5;5;3;3;5;5;5;5;4;5;5;5;5;4;5;5;3;3;Software engineer;;;;;;
303;5;5;5;5;5;3;3;3;3;3;3;4;5;3;5;5;5;5;5;4;4;5;5;5;5;4;5;5;5;5;Sekretaris;;;;;;
309;4;4;5;5;5;2;3;3;3;3;4;4;3;4;4;5;5;5;5;4;3;5;3;5;5;5;5;5;3;5;Staff Administrasi;;;;;;
302;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;4;5;5;5;5;5;5;4;5;5;5;4;Programmer;;;;;;
314;5;5;5;5;4;4;3;5;5;4;4;4;4;4;5;4;5;5;4;5;2;5;5;5;5;3;5;5;4;3;Web Designer;;;;;;
362;5;5;5;5;5;4;3;5;5;5;5;4;5;5;3;3;5;5;5;5;4;5;5;5;5;4;5;5;3;3;Software engineer;;;;;;
285;5;5;5;5;5;3;3;3;3;3;3;4;5;3;5;5;5;5;5;3;2;5;5;5;5;3;5;5;5;5;System administrator;;;;;;
304;5;5;5;5;5;3;3;3;3;3;3;4;5;3;5;5;5;5;5;3;2;5;5;5;5;3;5;5;5;5;System administrator;;;;;;
299;5;5;5;5;5;3;3;3;3;3;3;4;5;3;5;5;5;5;5;3;2;5;5;5;5;3;5;5;5;5;System administrator;;;;;;
278;5;5;5;5;5;5;3;3;3;2;3;5;5;5;4;1;5;4;5;5;5;4;5;5;5;5;5;5;5;4;Sistem analis;;;;;;
333;4;4;5;5;5;4;5;3;3;3;3;5;5;4;4;5;5;5;5;5;4;5;4;5;5;5;5;5;4;4;Staff IT Network;;;;;;
284;5;5;5;5;5;3;3;3;3;3;3;4;5;3;5;5;5;5;5;3;2;5;5;5;5;3;5;5;5;5;System administrator;;;;;;
289;5;5;5;3;5;3;3;4;3;4;5;5;5;4;5;5;5;3;5;4;3;5;5;5;5;5;3;5;5;5;EDP Operator;;;;;;
312;5;5;5;5;5;3;3;3;3;3;3;4;5;3;5;5;5;5;5;3;2;5;5;5;5;3;5;5;5;5;System administrator;;;;;;
317;4;4;5;5;5;2;3;3;3;3;4;4;3;4;4;5;5;5;5;4;3;5;3;5;5;5;5;5;3;5;Staff Administrasi;;;;;;
291;5;5;5;5;5;3;3;3;3;3;3;4;5;3;5;5;5;5;5;3;2;5;5;5;5;3;5;5;5;5;System administrator;;;;;;
274;3;3;3;5;5;3;3;4;4;5;3;3;5;3;5;5;5;5;5;5;3;5;5;5;5;3;5;5;5;5;Call Centre;;;;;;
307;5;5;4;5;5;3;5;3;3;3;4;5;4;3;5;5;4;5;5;4;3;5;5;5;4;4;5;5;4;3;Teknik Mesin;;;;;;
348;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;4;5;5;5;5;5;5;4;5;5;5;4;Programmer;;;;;;
340;5;5;5;5;5;3;3;3;3;3;3;3;5;3;5;5;5;5;5;5;3;5;5;5;5;3;5;3;3;4;Operator Komputer;;;;;;
335;5;5;5;5;5;3;3;5;5;5;3;5;5;3;5;5;5;5;5;5;3;5;5;5;5;5;5;5;4;4;Design Grafis;;;;;;
295;5;5;5;5;4;4;3;5;5;4;4;4;4;4;5;4;5;5;4;5;2;5;5;5;5;3;5;5;4;3;Web Designer;;;;;;
307;4;5;3;5;5;3;3;5;5;5;5;4;5;5;4;3;5;5;5;5;4;5;5;5;5;5;5;5;4;4;Programmer;;;;;;
308;5;5;5;5;5;3;3;3;3;3;3;4;5;3;5;5;5;5;5;4;4;5;5;5;5;4;5;5;5;5;Sekretaris;;;;;;
320;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;4;5;5;5;5;5;5;4;5;5;5;4;Programmer;;;;;;
276;5;5;5;3;5;3;3;4;3;4;5;5;5;4;5;5;5;3;5;4;3;5;5;5;5;5;3;5;5;5;EDP Operator;;;;;;
282;5;5;5;5;5;3;3;3;3;3;5;4;5;3;5;5;5;5;3;4;3;5;5;5;5;4;5;5;3;5;Staff IT;;;;;;
258;5;5;5;5;5;3;3;3;3;3;3;4;5;3;5;5;5;5;5;3;2;5;5;5;5;3;5;5;5;5;System administrator;;;;;;
297;5;5;5;5;5;5;5;3;3;3;4;5;5;4;5;4;5;5;5;3;3;5;5;5;5;5;5;4;3;2;Technical engineer;;;;;;
261;5;5;4;5;5;3;5;3;3;3;4;5;4;3;5;5;4;5;5;4;3;5;5;5;4;4;5;5;4;3;Teknik Mesin;;;;;;
288;5;5;5;5;5;3;3;3;3;3;3;4;5;3;5;5;5;5;5;3;2;5;5;5;5;3;5;5;5;5;System administrator;;;;;;
288;5;5;5;5;5;3;3;3;3;3;3;4;5;3;5;5;5;5;5;3;2;5;5;5;5;3;5;5;5;5;System administrator;;;;;;
322;5;5;5;5;5;3;3;3;3;3;3;4;5;3;5;5;5;5;5;3;2;5;5;5;5;3;5;5;5;5;System administrator;;;;;;
296;4;4;4;5;5;4;4;5;4;5;5;4;4;4;5;5;5;5;5;4;3;5;5;3;5;3;5;5;3;3;IT Support;;;;;;
310;3;3;3;5;5;3;3;4;4;5;3;3;5;3;5;5;5;5;5;5;3;5;5;5;5;3;5;5;5;5;Call Centre;;;;;;
292;5;5;4;5;5;3;5;3;3;3;4;5;4;3;5;5;4;5;5;4;3;5;5;5;4;4;5;5;4;3;Teknik Mesin;;;;;;
327;5;5;5;5;5;3;3;3;3;3;3;3;5;3;5;5;5;5;5;5;3;5;5;5;5;3;5;3;3;4;Operator Komputer;;;;;;
290;5;5;5;5;5;3;3;3;3;3;3;4;5;3;5;5;5;5;5;3;2;5;5;5;5;3;5;5;5;5;System administrator;;;;;;
278;5;5;5;5;5;3;3;3;3;3;3;4;5;3;5;5;5;5;5;3;2;5;5;5;5;3;5;5;5;5;System administrator;;;;;;
306;5;5;5;5;5;3;3;3;3;3;3;4;5;3;5;5;5;5;5;3;2;5;5;5;5;3;5;5;5;5;System administrator;;;;;;
327;5;5;5;5;5;5;5;3;3;3;4;5;5;4;5;4;5;5;5;3;3;5;5;5;5;5;5;4;3;2;Technical engineer;;;;;;
329;5;5;5;5;5;3;3;3;3;3;3;3;5;3;5;5;5;5;5;5;3;5;5;5;5;3;5;3;3;4;Operator Komputer;;;;;;
351;4;5;3;5;5;3;3;5;5;5;5;4;5;5;4;3;5;5;5;5;4;5;5;5;5;5;5;5;4;4;Programmer;;;;;;
318;5;5;5;5;5;5;5;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;MIS Director;;;;;;
299;5;5;5;5;5;3;3;5;5;5;3;5;5;3;5;5;5;5;5;5;3;5;5;5;5;5;5;5;4;4;Design Grafis;;;;;;
288;5;5;5;5;5;5;5;3;3;3;4;5;5;4;5;5;5;5;5;4;3;5;5;5;5;5;5;5;3;3;Networking engineer;;;;;;
278;5;5;5;5;5;3;3;5;5;5;3;5;5;3;5;5;5;5;5;5;3;5;5;5;5;5;5;5;4;4;Design Grafis;;;;;;
254;5;5;5;5;5;3;3;3;3;3;3;4;5;3;5;5;5;5;5;3;2;5;5;5;5;3;5;5;5;5;System administrator;;;;;;
257;4;5;3;5;5;3;3;5;5;5;5;4;5;5;4;3;5;5;5;5;4;5;5;5;5;5;5;5;4;4;Programmer;;;;;;
281;4;5;3;5;5;3;3;5;5;5;5;4;5;5;4;3;5;5;5;5;4;5;5;5;5;5;5;5;4;4;Programmer;;;;;;
278;5;5;5;5;5;3;3;5;5;5;3;5;5;3;5;5;5;5;5;5;3;5;5;5;5;5;5;5;4;4;Design Grafis;;;;;;
248;5;5;5;5;5;3;3;3;3;3;3;4;5;3;5;5;5;5;5;3;2;5;5;5;5;3;5;5;5;5;System administrator;;;;;;
342;3;3;3;5;5;3;3;4;4;5;3;3;5;3;5;5;5;5;5;5;3;5;5;5;5;3;5;5;5;5;Call Centre;;;;;;
290;5;5;5;5;5;3;3;4;3;3;4;5;5;4;5;5;5;5;5;5;3;5;5;5;5;3;5;5;5;5;Digital Marketing;;;;;;
276;5;5;5;5;5;2;2;3;3;2;3;4;5;4;5;5;5;5;4;4;4;5;5;5;5;3;5;5;5;5;Recepsionist;;;;;;
278;4;4;5;5;5;4;5;3;3;3;3;5;5;4;4;5;5;5;5;5;4;5;4;5;5;5;5;5;4;4;Staff IT Network;;;;;;
321;5;5;5;5;5;3;3;3;3;3;3;4;5;3;5;5;5;5;5;3;2;5;5;5;5;3;5;5;5;5;System administrator;;;;;;
273;5;5;5;5;5;2;2;3;3;2;3;4;5;4;5;5;5;5;4;4;4;5;5;5;5;3;5;5;5;5;Recepsionist;;;;;;
335;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;4;5;5;5;5;5;5;4;5;5;5;4;Programmer;;;;;;
275;4;4;5;5;5;4;5;3;3;3;3;5;5;4;4;5;5;5;5;5;4;5;4;5;5;5;5;5;4;4;Staff IT Network;;;;;;
314;4;4;4;5;5;4;4;5;4;5;5;4;4;4;5;5;5;5;5;4;3;5;5;3;5;3;5;5;3;3;IT Support;;;;;;
278;5;5;5;5;5;3;3;3;3;3;3;4;5;3;5;5;5;5;5;3;2;5;5;5;5;3;5;5;5;5;System administrator;;;;;;
259;5;5;4;5;5;3;5;3;3;3;4;5;4;3;5;5;4;5;5;4;3;5;5;5;4;4;5;5;4;3;Teknik Mesin;;;;;;
305;4;4;5;5;5;2;3;3;3;3;4;4;3;4;4;5;5;5;5;4;3;5;3;5;5;5;5;5;3;5;Staff Administrasi;;;;;;
263;5;5;5;5;5;5;5;3;3;3;4;5;5;4;5;4;5;5;5;3;3;5;5;5;5;5;5;4;3;2;Technical engineer;;;;;;
274;5;5;5;3;5;3;3;4;3;4;5;5;5;4;5;5;5;3;5;4;3;5;5;5;5;5;3;5;5;5;EDP Operator;;;;;;
274;5;5;5;5;5;4;5;5;4;4;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;4;Guru TIK;;;;;;
267;5;5;5;5;5;5;5;3;3;3;4;5;5;4;5;5;5;5;5;4;3;5;5;5;5;5;5;5;3;3;Networking engineer;;;;;;
355;5;5;5;5;5;3;3;3;3;3;5;4;5;3;5;5;5;5;3;4;3;5;5;5;5;4;5;5;3;5;Staff IT;;;;;;
306;5;5;5;5;5;4;3;5;5;5;5;4;5;5;3;3;5;5;5;5;4;5;5;5;5;4;5;5;3;3;Software engineer;;;;;;
262;5;5;5;5;5;3;3;3;3;3;3;4;5;3;5;5;5;5;5;3;2;5;5;5;5;3;5;5;5;5;System administrator;;;;;;
282;5;5;5;5;5;3;4;4;5;5;3;5;5;4;5;5;5;5;5;5;3;5;5;5;5;3;5;5;4;5;IT Quality Control;;;;;;
294;5;5;5;5;5;3;3;3;3;3;3;4;5;3;5;5;5;5;5;4;4;5;5;5;5;4;5;5;5;5;Sekretaris;;;;;;
360;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;4;5;5;5;5;5;5;4;5;5;5;4;Programmer;;;;;;
